Time,PID,Tickets,Pass,Stride,Runtime
52715,19,8,0,128,2219
52715,20,8,0,128,2219
54715,1,8,0,128,22
54715,2,8,0,128,19
54715,5,8,0,128,4065
54715,4,8,0,128,4097
54715,6,8,0,128,4065
54715,7,8,0,128,4065
54715,8,8,0,128,4065
54715,9,8,0,128,4065
54715,10,8,0,128,4065
54715,11,8,0,128,4065
54715,12,8,0,128,4065
54715,13,8,0,128,4065
54715,14,8,0,128,4065
54715,15,8,0,128,2344
54715,16,8,0,128,2344
54715,17,8,0,128,2344
54715,18,8,0,128,2344
54715,19,8,0,128,2344
54715,20,8,0,128,2344
